title,url,price,p
"PS4 - PlayStation 4 Slim 1TB",https://www.alo.bg/9143077,450 лв.,"Конзолата е с добавен скин на Uncharted. Включва два джойстика, кабел за захранване, HDMI кабел и USB кабел за джойстик, 3 игри на дисков носител."
"ПРОМО! Тетрис електронна конзола Ретро игра 9999в1",https://www.alo.bg/9150203,6.99 лв.,"ПРОМО! Тетрис електронна конзола Ретро игра 9999в1 ХИТ ЦЕНА! Директно от вносител! Детски играчки на супер цени! Тетрис - най-разпространената и най-играната игра на всички времена. Детска за.."
"Ретро телевизионна игра Nintendo с 620 вградени игри и два джойстика",https://www.alo.bg/8901890,39.99 лв.,"Телевизионна електронна игра с 2 джойстика и инсталирани 620 игри Част от Игрите са: 1. Супер Марио 2.Tanks 3. Монополи 4.Basketball 5.Angry Birds 6.Clay shotting 7.Battle city 8.PacMan .."
"Видеоигра игрова конзола с 400 игри gameboy+ Контролер АКЦИЯ",https://www.alo.bg/9095946,22.99 лв.,"Най-новият модел на конзолата с най-много игри и кабел за включване директно към телевизора и предаване картината на телевизор Преносимата видео игра ви дава възможност да се забавлявате навсякъде .."
"Безжична ретро конзола GAME STICK HD HDMI с 10000 игри и два джойстика",https://www.alo.bg/9018815,64.90 лв.,"Безжична игра за телевизор / монитор / компютър с вградени 10000 игри и 2 безжични джойстика с дизайн на Плейстейшън! Поддържа 9 игрови симулатора: MAME/FC/GB/GBA/GBC/MD/SFC/PS1/ATARI2600/ATARI7800..."
"Игри за плейстейшън 3 PlayStation 3 PS3",https://www.alo.bg/9144715,133 лв.,"Здравейте и благодаря Ви, че отделихте време да разгледате моята обява! Продават се 20 бр. оригинални дискове (Blue-Ray Disks) с игри за PlayStation 3 от различни жанрове за малки и големи. Тези и.."
"Игри за плейстейшън 3 PlayStation 3 PS3 с книжки",https://www.alo.bg/9066215,120 лв.,"Здравейте и благодаря Ви, че отделихте време да разгледате моята обява. Продават се 10 бр. оригинални дискове (Blue-Ray Disks) с игри за PlayStation 3. Към всяка игра има книжка (упътване). Иг.."
"PlayStation 2 Игри",https://www.alo.bg/9134311,15 лв.,"PlayStation 2 Игри. Игри по 15лв. бройката!!!"
"Лот от 5 Vtech Vsmill game",https://www.alo.bg/8766544,40 лв.,"размери на игрите-77х80х10мм оригинални, внос от германия на снимките се вижда кои са игрите цената е за всички заедно"
"Конзоли Xbox два броя",https://www.alo.bg/7891166,60 лв.,"Xbox mod.WA 98052-6399 едната конзола е работеща а другата изписва на екрана- Service required продават се двете заедно за 60 лв внос от Германия"
"Карта памет, мемори карта, memory card за PlayStation 1 и 2/PS1/PS2/PS 2/ПС2/ ПС 2 + преференция",https://www.alo.bg/3769907,14 лв.,"+ еднократна преференция при поръчване на до 3 броя игри/3 диска - Картата памет позволява да се запаметят нивата от игрите, които са преминати и при следващото пускане не се налага да се започва.."
"Нови игри за PS4:Ghost of Tsushima; Death Stranding; The Last of Us Part II; Far Cry 6 Yara Edition",https://www.alo.bg/8435272,60 лв.,"Нови, фабрично запечатани игри за PS4: Ghost of Tsushima | PS4 - 60лв. Death Stranding | PS4 - 60лв. The Last of Us Part II | PS4 - 60лв.Far Cry 6 Yara Edition | PS4- 60лв"
